suite,evaluation_distribution,policy_id,policy_label,budget_0_score,budget_1_score,budget_2_score,budget_3_score,raw_auc_over_budget_0_to_3,normalized_auc,metric_scope
public_declared_value_grid,heldout_kernel,authored_order,입력 순서,0.4385127314814815,0.6463034887566138,0.757456943411045,0.8742425285218254,2.060138062169312,0.6867126873897708,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4385127314814815,0.6403440117945327,0.7593925609016755,0.8860415303871114,2.0620137036305044,0.6873379012101681,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4385127314814815,0.6480447117504409,0.7746328176669973,0.8900932413916389,2.0869805158539982,0.6956601719513328,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4385127314814815,0.6477385912698412,0.795066995000643,0.8879273235090055,2.106025613765728,0.7020085379219093,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.4385127314814815,0.6374366319444444,0.7761738169298391,0.8806545959687948,2.0731941125994218,0.6910647041998073,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,impact_per_cost,영향 대비 확인 부담,0.4385127314814815,0.6190721175044092,0.7654223665106233,0.8833613920845332,2.04543154579804,0.6818105152660133,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,no_questions,추가 확인 없음,0.4385127314814815,0.4385127314814815,0.4385127314814815,0.4385127314814815,1.3155381944444446,0.43851273148148157,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.4385127314814815,0.592740447944224,0.7378563126929012,0.8355965698529243,1.967651411304328,0.6558838037681093,status recovery across zero to three information checks
public_declared_value_grid,heldout_kernel,widest_impact,현재 영향이 큰 정보 우선,0.4385127314814815,0.6605037891313933,0.7808291377314815,0.8878800128127182,2.104529299009975,0.7015097663366583,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,authored_order,입력 순서,0.5097222222222222,0.7123796296296296,0.8292291666666667,0.9220841435185185,2.257511979166667,0.7525039930555556,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.5097222222222222,0.7290046296296296,0.8567222222222223,0.9405896990740741,2.3108828125,0.7702942708333333,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.5097222222222222,0.7281620370370371,0.8527666666666667,0.9399729166666667,2.3057762731481484,0.7685920910493828,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.5097222222222222,0.7322037037037037,0.8557800925925927,0.9298531250000001,2.3077714699074074,0.7692571566358025,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.5097222222222222,0.7362592592592593,0.8667453703703705,0.9369844907407407,2.326357986111111,0.7754526620370371,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,impact_per_cost,영향 대비 확인 부담,0.5097222222222222,0.694050925925926,0.8406074074074075,0.9330377314814815,2.2560383101851853,0.7520127700617284,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,no_questions,추가 확인 없음,0.5097222222222222,0.5097222222222222,0.5097222222222222,0.5097222222222222,1.5291666666666666,0.5097222222222222,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.5097222222222222,0.6775185185185185,0.8068277777777778,0.8980783564814815,2.188246585648148,0.7294155285493827,status recovery across zero to three information checks
public_declared_value_grid,uniform_grid,widest_impact,현재 영향이 큰 정보 우선,0.5097222222222222,0.7315787037037038,0.8550300925925927,0.935682175925926,2.3093109953703705,0.7697703317901236,status recovery across zero to three information checks
public_patient_profiles,heldout,authored_order,입력 순서,0.4,0.615,0.71,0.835,1.9425,0.6475,status recovery across zero to three information checks
public_patient_profiles,heldout,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4,0.58,0.66,0.825,1.8525,0.6175,status recovery across zero to three information checks
public_patient_profiles,heldout,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4,0.595,0.7,0.84,1.915,0.6383333333333333,status recovery across zero to three information checks
public_patient_profiles,heldout,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4,0.59,0.75,0.86,1.9699999999999998,0.6566666666666666,status recovery across zero to three information checks
public_patient_profiles,heldout,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.4,0.57,0.6900000000000001,0.82,1.87,0.6233333333333334,status recovery across zero to three information checks
public_patient_profiles,heldout,impact_per_cost,영향 대비 확인 부담,0.4,0.585,0.71,0.835,1.9124999999999999,0.6375,status recovery across zero to three information checks
public_patient_profiles,heldout,no_questions,추가 확인 없음,0.4,0.4,0.4,0.4,1.2000000000000002,0.4000000000000001,status recovery across zero to three information checks
public_patient_profiles,heldout,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.4,0.545,0.705,0.79,1.8450000000000002,0.6150000000000001,status recovery across zero to three information checks
public_patient_profiles,heldout,random_order_expectation,가능한 정보 순서 전체 평균,0.4,0.5624166666666667,0.6795833333333333,0.7826666666666666,1.8333333333333335,0.6111111111111112,status recovery across zero to three information checks
public_patient_profiles,heldout,widest_impact,현재 영향이 큰 정보 우선,0.4,0.62,0.72,0.835,1.9575,0.6525,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,authored_order,입력 순서,0.0,0.19421136801974087,0.3914105221024647,0.5991436214323158,0.8851937008383635,0.29506456694612115,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.0,0.30649517698986695,0.5165657131522186,0.7221091642968748,1.184115472290523,0.3947051574301743,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.0,0.29432139186144723,0.5001815809128795,0.702092529408649,1.1455492374786511,0.38184974582621706,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.0,0.2850927458505269,0.5030183756035154,0.7141711308148704,1.1451966868614774,0.3817322289538258,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.0,0.2850927458505269,0.5058036326239431,0.7162302342643183,1.149011495606629,0.3830038318688764,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.0,0.30059236407180306,0.5154530643235924,0.7212938051608468,1.1766923309758188,0.3922307769919396,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.0,0.30059236407180306,0.5153659967937154,0.7214908816999239,1.1767038017154805,0.39223460057182685,status recovery across zero to three information checks
